Date,Symbol,Shares,PriceOnDate,Sector
2020-01-01,EURUSD=X,193,1.1220825910568237,Other
2020-01-01,META,97,205.25,Communication Services
2020-01-01,GBPUSD=X,170,1.326259970664978,Other
2020-01-01,GOOGL,131,66.96949768066406,Communication Services
2020-01-01,GS,174,229.92999267578125,Financial Services
2020-01-01,INTC,84,59.849998474121094,Technology
2020-01-01,JNJ,167,145.8699951171875,Healthcare
2020-01-01,JPM,168,139.39999389648438,Financial Services
2020-01-01,JPYUSD=X,219,0.009201240725815296,Other
2020-01-01,KO,149,55.349998474121094,Consumer Defensive
2020-01-01,MS,160,51.119998931884766,Financial Services
2020-01-01,MSFT,164,157.6999969482422,Technology
2020-01-01,NVDA,142,5.882500171661377,Technology
2020-01-01,PFE,208,37.17267608642578,Healthcare
2020-01-01,PG,136,124.9000015258789,Consumer Defensive
2020-01-01,QQQ,202,212.61000061035156,Other
2020-01-01,SPY,58,321.8599853515625,Other
2020-01-01,UNH,215,293.9800109863281,Healthcare
2020-01-01,VUG,138,182.1699981689453,Other
2020-01-01,WMT,191,39.61333465576172,Consumer Defensive
2020-01-01,XLF,191,30.780000686645508,Other
2020-01-01,XLV,96,101.86000061035156,Other
2020-02-01,AAPL,56,77.37750244140625,Technology
2020-02-01,ABBV,106,81.0199966430664,Healthcare
2020-02-01,BAC,86,32.83000183105469,Financial Services
2020-02-01,COST,223,305.5199890136719,Consumer Defensive
2020-02-01,EURUSD=X,193,1.1029127836227417,Other
2020-02-01,META,97,201.91000366210938,Communication Services
2020-02-01,GBPUSD=X,170,1.3089004755020142,Other
2020-02-01,GOOGL,131,71.63899993896484,Communication Services
2020-02-01,GS,174,237.75,Financial Services
2020-02-01,INTC,84,63.93000030517578,Technology
2020-02-01,JNJ,95,148.8699951171875,Healthcare
2020-02-01,JPM,168,132.36000061035156,Financial Services
2020-02-01,JPYUSD=X,219,0.009184676222503185,Other
2020-02-01,KO,149,58.400001525878906,Consumer Defensive
2020-02-01,MS,160,52.2599983215332,Financial Services
2020-02-01,MSFT,247,170.22999572753906,Technology
2020-02-01,NVDA,142,5.910749912261963,Technology
2020-02-01,PFE,208,35.332069396972656,Healthcare
2020-02-01,PG,136,124.62000274658203,Consumer Defensive
2020-02-01,QQQ,202,219.07000732421875,Other
2020-02-01,SPY,58,321.7300109863281,Other
2020-02-01,UNH,176,272.45001220703125,Healthcare
2020-02-01,VUG,165,187.8699951171875,Other
2020-02-01,WMT,191,38.163333892822266,Consumer Defensive
2020-02-01,XLF,191,29.959999084472656,Other
2020-02-01,XLV,96,99.13999938964844,Other
2020-03-01,AAPL,56,68.33999633789062,Technology
2020-03-01,ABBV,106,85.70999908447266,Healthcare
2020-03-01,BAC,86,28.5,Financial Services
2020-03-01,COST,223,281.1400146484375,Consumer Defensive
2020-03-01,EURUSD=X,193,1.0997228622436523,Other
2020-03-01,META,97,192.47000122070312,Communication Services
2020-03-01,GBPUSD=X,170,1.2888922691345215,Other
2020-03-01,GOOGL,131,66.9625015258789,Communication Services
2020-03-01,GS,174,200.77000427246094,Financial Services
2020-03-01,INTC,84,55.52000045776367,Technology
2020-03-01,JNJ,95,134.47999572753906,Healthcare
2020-03-01,JPM,168,116.11000061035156,Financial Services
2020-03-01,JPYUSD=X,134,0.009119095280766487,Other
2020-03-01,KO,149,53.4900016784668,Consumer Defensive
2020-03-01,MS,160,45.029998779296875,Financial Services
2020-03-01,MSFT,247,162.00999450683594,Technology
2020-03-01,NVDA,142,6.7517499923706055,Technology
2020-03-01,PFE,208,31.707780838012695,Healthcare
2020-03-01,PG,136,113.2300033569336,Consumer Defensive
2020-03-01,QQQ,202,205.8000030517578,Other
2020-03-01,SPY,58,296.260009765625,Other
2020-03-01,UNH,99,254.9600067138672,Healthcare
2020-03-01,VUG,165,175.72000122070312,Other
2020-03-01,WMT,191,35.893333435058594,Consumer Defensive
2020-03-01,XLF,191,26.59000015258789,Other
2020-03-01,XLV,96,92.61000061035156,Other
2020-04-01,AAPL,56,60.227500915527344,Technology
2020-04-01,ABBV,106,73.41999816894531,Healthcare
2020-04-01,BAC,86,19.770000457763672,Financial Services
2020-04-01,COST,223,286.7799987792969,Consumer Defensive
2020-04-01,EURUSD=X,193,1.102657437324524,Other
2020-04-01,META,97,159.60000610351562,Communication Services
2020-04-01,GBPUSD=X,170,1.2408487796783447,Other
2020-04-01,GOOGL,131,55.10499954223633,Communication Services
2020-04-01,GS,174,145.2899932861328,Financial Services
2020-04-01,INTC,84,51.880001068115234,Technology
2020-04-01,JNJ,95,128.80999755859375,Healthcare
2020-04-01,JPM,168,84.36000061035156,Financial Services
2020-04-01,JPYUSD=X,134,0.009301632642745972,Other
2020-04-01,KO,149,42.119998931884766,Consumer Defensive
2020-04-01,MS,160,31.6200008392334,Financial Services
2020-04-01,MSFT,247,152.11000061035156,Technology
2020-04-01,NVDA,142,6.076749801635742,Technology
2020-04-01,PFE,208,30.123340606689453,Healthcare
2020-04-01,PG,122,109.33000183105469,Consumer Defensive
2020-04-01,QQQ,202,182.30999755859375,Other
2020-04-01,SPY,58,246.14999389648438,Other
2020-04-01,UNH,99,237.32000732421875,Healthcare
2020-04-01,VUG,165,149.63999938964844,Other
2020-04-01,WMT,243,38.04666519165039,Consumer Defensive
2020-04-01,XLF,191,19.549999237060547,Other
2020-04-01,XLV,96,85.20999908447266,Other
2020-05-01,AAPL,56,72.26750183105469,Technology
2020-05-01,ABBV,106,82.83999633789062,Healthcare
2020-05-01,BAC,86,23.079999923706055,Financial Services
2020-05-01,COST,223,301.9200134277344,Consumer Defensive
2020-05-01,EURUSD=X,193,1.094546914100647,Other
2020-05-01,META,97,202.27000427246094,Communication Services
2020-05-01,GBPUSD=X,170,1.2581465244293213,Other
2020-05-01,GOOGL,131,65.86599731445312,Communication Services
2020-05-01,GS,174,177.10000610351562,Financial Services
2020-05-01,INTC,84,57.470001220703125,Technology
2020-05-01,JNJ,95,148.2899932861328,Healthcare
2020-05-01,JPM,168,93.25,Financial Services
2020-05-01,JPYUSD=X,134,0.009320966899394989,Other
2020-05-01,KO,149,45.599998474121094,Consumer Defensive
2020-05-01,MS,160,38.400001525878906,Financial Services
2020-05-01,MSFT,247,174.57000732421875,Technology
2020-05-01,NVDA,142,7.069499969482422,Technology
2020-05-01,PFE,208,35.71157455444336,Healthcare
2020-05-01,PG,122,116.81999969482422,Consumer Defensive
2020-05-01,QQQ,202,212.74000549316406,Other
2020-05-01,SPY,58,282.7900085449219,Other
2020-05-01,UNH,99,284.510009765625,Healthcare
2020-05-01,VUG,165,175.58999633789062,Other
2020-05-01,WMT,243,40.973331451416016,Consumer Defensive
2020-05-01,XLF,191,22.059999465942383,Other
2020-05-01,XLV,96,97.83000183105469,Other
2020-06-01,AAPL,56,80.4625015258789,Technology
2020-06-01,ABBV,106,90.69999694824219,Healthcare
2020-06-01,BAC,86,24.610000610351562,Financial Services
2020-06-01,COST,223,308.2900085449219,Consumer Defensive
2020-06-01,EURUSD=X,193,1.1118524074554443,Other
2020-06-01,META,97,231.91000366210938,Communication Services
2020-06-01,GBPUSD=X,170,1.2347996234893799,Other
2020-06-01,GOOGL,131,71.74349975585938,Communication Services
2020-06-01,GS,174,199.92999267578125,Financial Services
2020-06-01,INTC,84,61.86000061035156,Technology
2020-06-01,JNJ,95,147.19000244140625,Healthcare
2020-06-01,JPM,168,98.5999984741211,Financial Services
2020-06-01,JPYUSD=X,134,0.009284361265599728,Other
2020-06-01,KO,149,46.9900016784668,Consumer Defensive
2020-06-01,MS,160,44.70000076293945,Financial Services
2020-06-01,MSFT,247,182.8300018310547,Technology
2020-06-01,NVDA,142,8.806249618530273,Technology
2020-06-01,PFE,208,33.64326477050781,Healthcare
2020-06-01,PG,122,117.25,Consumer Defensive
2020-06-01,QQQ,202,234.05999755859375,Other
2020-06-01,SPY,58,305.54998779296875,Other
2020-06-01,UNH,99,305.92999267578125,Healthcare
2020-06-01,VUG,165,194.3699951171875,Other
2020-06-01,WMT,243,41.31999969482422,Consumer Defensive
2020-06-01,XLF,191,23.68000030517578,Other
2020-06-01,XLV,96,101.98999786376953,Other
2020-07-01,AAPL,56,91.02749633789062,Technology
2020-07-01,ABBV,106,99.13999938964844,Healthcare
2020-07-01,BAC,86,23.260000228881836,Financial Services
2020-07-01,COST,223,304.75,Consumer Defensive
2020-07-01,EURUSD=X,85,1.1235954761505127,Other
2020-07-01,META,97,237.5500030517578,Communication Services
2020-07-01,GBPUSD=X,170,1.2389271259307861,Other
2020-07-01,GOOGL,191,72.0999984741211,Communication Services
2020-07-01,GS,174,197.57000732421875,Financial Services
2020-07-01,INTC,152,58.810001373291016,Technology
2020-07-01,JNJ,95,140.3800048828125,Healthcare
2020-07-01,JPM,168,93.26000213623047,Financial Services
2020-07-01,JPYUSD=X,134,0.009260202758014202,Other
2020-07-01,KO,149,44.81999969482422,Consumer Defensive
2020-07-01,MS,160,47.61000061035156,Financial Services
2020-07-01,MSFT,247,204.6999969482422,Technology
2020-07-01,NVDA,142,9.529999732971191,Technology
2020-07-01,PFE,208,32.01138687133789,Healthcare
2020-07-01,PG,122,119.9800033569336,Consumer Defensive
2020-07-01,QQQ,202,250.49000549316406,Other
2020-07-01,SPY,58,310.5199890136719,Other
2020-07-01,UNH,99,297.7300109863281,Healthcare
2020-07-01,VUG,165,204.41000366210938,Other
2020-07-01,WMT,243,39.89666748046875,Consumer Defensive
2020-07-01,XLF,191,22.940000534057617,Other
2020-07-01,XLV,96,100.83999633789062,Other
2020-08-01,AAPL,56,106.26000213623047,Technology
2020-08-01,ABBV,106,94.91000366210938,Healthcare
2020-08-01,BAC,86,24.8799991607666,Financial Services
2020-08-01,COST,223,325.5299987792969,Consumer Defensive
2020-08-01,EURUSD=X,85,1.1872254610061646,Other
2020-08-01,META,97,253.6699981689453,Communication Services
2020-08-01,GBPUSD=X,170,1.311785101890564,Other
2020-08-01,GOOGL,191,74.39749908447266,Communication Services
2020-08-01,GS,174,197.9600067138672,Financial Services
2020-08-01,INTC,152,47.72999954223633,Technology
2020-08-01,JNJ,95,145.75999450683594,Healthcare
2020-08-01,JPM,168,96.63999938964844,Financial Services
2020-08-01,JPYUSD=X,134,0.009552649222314358,Other
2020-08-01,KO,149,47.2400016784668,Consumer Defensive
2020-08-01,MS,160,48.880001068115234,Financial Services
2020-08-01,MSFT,247,205.00999450683594,Technology
2020-08-01,NVDA,142,10.614749908447266,Technology
2020-08-01,PFE,208,36.50853729248047,Healthcare
2020-08-01,PG,122,131.1199951171875,Consumer Defensive
2020-08-01,QQQ,202,265.7900085449219,Other
2020-08-01,SPY,58,326.5199890136719,Other
2020-08-01,UNH,99,302.7799987792969,Healthcare
2020-08-01,VUG,165,217.3699951171875,Other
2020-08-01,WMT,243,43.133331298828125,Consumer Defensive
2020-08-01,XLF,191,24.030000686645508,Other
2020-08-01,XLV,96,105.52999877929688,Other
2020-09-01,AAPL,56,134.17999267578125,Technology
2020-09-01,ABBV,106,92.23999786376953,Healthcare
2020-09-01,BAC,86,25.709999084472656,Financial Services
2020-09-01,COST,223,351.3800048828125,Consumer Defensive
2020-09-01,EURUSD=X,85,1.193901538848877,Other
2020-09-01,META,97,295.44000244140625,Communication Services
2020-09-01,GBPUSD=X,170,1.3364516496658325,Other
2020-09-01,GOOGL,191,82.75399780273438,Communication Services
2020-09-01,GS,174,205.4600067138672,Financial Services
2020-09-01,INTC,152,50.790000915527344,Technology
2020-09-01,JNJ,95,151.52000427246094,Healthcare
2020-09-01,JPM,168,100.13999938964844,Financial Services
2020-09-01,JPYUSD=X,134,0.009433606639504433,Other
2020-09-01,KO,149,49.119998931884766,Consumer Defensive
2020-09-01,MS,160,52.58000183105469,Financial Services
2020-09-01,MSFT,247,227.27000427246094,Technology
2020-09-01,NVDA,142,13.821000099182129,Technology
2020-09-01,PFE,208,34.99051284790039,Healthcare
2020-09-01,PG,122,138.17999267578125,Consumer Defensive
2020-09-01,QQQ,202,299.9200134277344,Other
2020-09-01,SPY,58,352.6000061035156,Other
2020-09-01,UNH,99,312.8299865722656,Healthcare
2020-09-01,VUG,165,242.97000122070312,Other
2020-09-01,WMT,243,49.1966667175293,Consumer Defensive
2020-09-01,XLF,191,25.1299991607666,Other
2020-09-01,XLV,96,107.29000091552734,Other
2020-10-01,AAPL,56,116.79000091552734,Technology
2020-10-01,ABBV,106,87.13999938964844,Healthcare
2020-10-01,BAC,136,24.100000381469727,Financial Services
2020-10-01,COST,223,358.4599914550781,Consumer Defensive
2020-10-01,EURUSD=X,85,1.1726078987121582,Other
2020-10-01,META,97,266.6300048828125,Communication Services
2020-10-01,GBPUSD=X,170,1.2917560338974,Other
2020-10-01,GOOGL,191,74.3949966430664,Communication Services
2020-10-01,GS,174,198.5500030517578,Financial Services
2020-10-01,INTC,152,52.2400016784668,Technology
2020-10-01,JNJ,95,147.32000732421875,Healthcare
2020-10-01,JPM,168,96.97000122070312,Financial Services
2020-10-01,JPYUSD=X,134,0.009483077563345432,Other
2020-10-01,KO,149,49.18000030517578,Consumer Defensive
2020-10-01,MS,160,47.2599983215332,Financial Services
2020-10-01,MSFT,247,212.4600067138672,Technology
2020-10-01,NVDA,142,13.614500045776367,Technology
2020-10-01,PFE,208,34.50664138793945,Healthcare
2020-10-01,PG,226,139.24000549316406,Consumer Defensive
2020-10-01,QQQ,202,282.25,Other
2020-10-01,SPY,58,337.0400085449219,Other
2020-10-01,UNH,99,313.07000732421875,Healthcare
2020-10-01,VUG,165,230.63999938964844,Other
2020-10-01,WMT,243,47.69333267211914,Consumer Defensive
2020-10-01,XLF,191,24.110000610351562,Other
2020-10-01,XLV,96,105.12000274658203,Other
2020-11-01,AAPL,56,108.86000061035156,Technology
2020-11-01,ABBV,106,85.0999984741211,Healthcare
2020-11-01,BAC,136,23.700000762939453,Financial Services
2020-11-01,COST,223,357.6199951171875,Consumer Defensive
2020-11-01,EURUSD=X,85,1.1678695678710938,Other
2020-11-01,META,97,263.1099853515625,Communication Services
2020-11-01,GBPUSD=X,170,1.2931926250457764,Other
2020-11-01,GOOGL,191,80.80549621582031,Communication Services
2020-11-01,GS,174,189.0399932861328,Financial Services
2020-11-01,INTC,152,44.279998779296875,Technology
2020-11-01,JNJ,95,137.11000061035156,Healthcare
2020-11-01,JPM,168,98.04000091552734,Financial Services
2020-11-01,JPYUSD=X,134,0.009564435109496117,Other
2020-11-01,KO,149,48.060001373291016,Consumer Defensive
2020-11-01,MS,194,48.150001525878906,Financial Services
2020-11-01,MSFT,247,202.47000122070312,Technology
2020-11-01,NVDA,142,12.534000396728516,Technology
2020-11-01,PFE,208,33.66223907470703,Healthcare
2020-11-01,PG,226,137.10000610351562,Consumer Defensive
2020-11-01,QQQ,202,269.3800048828125,Other
2020-11-01,SPY,58,326.5400085449219,Other
2020-11-01,UNH,99,305.1400146484375,Healthcare
2020-11-01,VUG,165,220.77000427246094,Other
2020-11-01,WMT,243,46.25,Consumer Defensive
2020-11-01,XLF,191,23.860000610351562,Other
2020-11-01,XLV,96,101.66000366210938,Other
2020-12-01,AAPL,56,122.72000122070312,Technology
2020-12-01,ABBV,106,104.04000091552734,Healthcare
2020-12-01,BAC,136,28.690000534057617,Financial Services
2020-12-01,COST,223,387.55999755859375,Consumer Defensive
2020-12-01,EURUSD=X,85,1.193816065788269,Other
2020-12-01,META,97,286.54998779296875,Communication Services
2020-12-01,GBPUSD=X,170,1.3336889743804932,Other
2020-12-01,GOOGL,191,89.76799774169922,Communication Services
2020-12-01,GS,174,232.0800018310547,Financial Services
2020-12-01,INTC,152,49.560001373291016,Technology
2020-12-01,JNJ,95,147.4499969482422,Healthcare
2020-12-01,JPM,168,119.73999786376953,Financial Services
2020-12-01,JPYUSD=X,134,0.009587819688022137,Other
2020-12-01,KO,149,52.040000915527344,Consumer Defensive
2020-12-01,MS,194,63.279998779296875,Financial Services
2020-12-01,MSFT,247,216.2100067138672,Technology
2020-12-01,NVDA,142,13.390000343322754,Technology
2020-12-01,PFE,208,39.40999984741211,Healthcare
2020-12-01,PG,226,139.3699951171875,Consumer Defensive
2020-12-01,QQQ,202,303.4599914550781,Other
2020-12-01,SPY,58,366.0199890136719,Other
2020-12-01,UNH,99,341.19000244140625,Healthcare
2020-12-01,VUG,165,246.30999755859375,Other
2020-12-01,WMT,243,50.880001068115234,Consumer Defensive
2020-12-01,XLF,191,28.309999465942383,Other
2020-12-01,XLV,96,110.66000366210938,Other
2021-01-01,AAPL,56,132.69000244140625,Technology
2021-01-01,ABBV,106,107.1500015258789,Healthcare
2021-01-01,BAC,136,30.309999465942383,Financial Services
2021-01-01,COST,223,376.7799987792969,Consumer Defensive
2021-01-01,EURUSD=X,85,1.218026876449585,Other
2021-01-01,META,97,273.1600036621094,Communication Services
2021-01-01,GBPUSD=X,170,1.3673007488250732,Other
2021-01-01,GOOGL,191,87.63200378417969,Communication Services
2021-01-01,GS,174,263.7099914550781,Financial Services
2021-01-01,INTC,152,49.81999969482422,Technology
2021-01-01,JNJ,242,157.3800048828125,Healthcare
2021-01-01,JPM,168,127.06999969482422,Financial Services
2021-01-01,JPYUSD=X,134,0.009687482379376888,Other
2021-01-01,KO,149,54.84000015258789,Consumer Defensive
2021-01-01,MS,194,68.52999877929688,Financial Services
2021-01-01,MSFT,247,222.4199981689453,Technology
2021-01-01,NVDA,142,13.055000305175781,Technology
2021-01-01,PFE,208,36.810001373291016,Healthcare
2021-01-01,PG,226,139.13999938964844,Consumer Defensive
2021-01-01,QQQ,202,313.739990234375,Other
2021-01-01,SPY,58,373.8800048828125,Other
2021-01-01,UNH,99,350.67999267578125,Healthcare
2021-01-01,VUG,165,253.33999633789062,Other
2021-01-01,WMT,243,48.04999923706055,Consumer Defensive
2021-01-01,XLF,191,29.479999542236328,Other
2021-01-01,XLV,96,113.44000244140625,Other
2021-02-01,AAPL,56,134.13999938964844,Technology
2021-02-01,ABBV,106,102.30000305175781,Healthcare
2021-02-01,BAC,136,29.959999084472656,Financial Services
2021-02-01,COST,223,350.5199890136719,Consumer Defensive
2021-02-01,EURUSD=X,85,1.2123857736587524,Other
2021-02-01,META,97,262.010009765625,Communication Services
2021-02-01,GBPUSD=X,170,1.3697690963745117,Other
2021-02-01,GOOGL,191,94.65350341796875,Communication Services
2021-02-01,GS,174,274.7300109863281,Financial Services
2021-02-01,INTC,152,56.689998626708984,Technology
2021-02-01,JNJ,242,162.7100067138672,Healthcare
2021-02-01,JPM,168,129.6199951171875,Financial Services
2021-02-01,JPYUSD=X,134,0.009552376344799995,Other
2021-02-01,KO,149,48.47999954223633,Consumer Defensive
2021-02-01,MS,194,67.66999816894531,Financial Services
2021-02-01,MSFT,247,239.64999389648438,Technology
2021-02-01,NVDA,142,13.237000465393066,Technology
2021-02-01,PFE,208,35.79999923706055,Healthcare
2021-02-01,PG,226,128.97000122070312,Consumer Defensive
2021-02-01,QQQ,202,322.4200134277344,Other
2021-02-01,SPY,58,376.2300109863281,Other
2021-02-01,UNH,99,334.0,Healthcare
2021-02-01,VUG,172,256.7900085449219,Other
2021-02-01,WMT,243,46.42333221435547,Consumer Defensive
2021-02-01,XLF,191,29.329999923706055,Other
2021-02-01,XLV,96,115.47000122070312,Other
2021-03-01,AAPL,56,127.79000091552734,Technology
2021-03-01,ABBV,106,108.41000366210938,Healthcare
2021-03-01,BAC,169,35.790000915527344,Financial Services
2021-03-01,COST,223,331.7699890136719,Consumer Defensive
2021-03-01,EURUSD=X,85,1.208956003189087,Other
2021-03-01,META,97,264.9100036621094,Communication Services
2021-03-01,GBPUSD=X,170,1.3972529172897339,Other
2021-03-01,GOOGL,191,103.48300170898438,Communication Services
2021-03-01,GS,174,329.9200134277344,Financial Services
2021-03-01,INTC,152,62.880001068115234,Technology
2021-03-01,JNJ,242,159.32000732421875,Healthcare
2021-03-01,JPM,168,150.5,Financial Services
2021-03-01,JPYUSD=X,134,0.009389407001435757,Other
2021-03-01,KO,55,49.900001525878906,Consumer Defensive
2021-03-01,MS,194,79.16000366210938,Financial Services
2021-03-01,MSFT,247,236.94000244140625,Technology
2021-03-01,NVDA,142,13.841750144958496,Technology
2021-03-01,PFE,208,33.689998626708984,Healthcare
2021-03-01,PG,226,124.29000091552734,Consumer Defensive
2021-03-01,QQQ,202,323.5899963378906,Other
2021-03-01,SPY,58,389.5799865722656,Other
2021-03-01,UNH,99,334.6499938964844,Healthcare
2021-03-01,VUG,172,259.7300109863281,Other
2021-03-01,WMT,243,43.790000915527344,Consumer Defensive
2021-03-01,XLF,191,33.31999969482422,Other
2021-03-01,XLV,96,114.08000183105469,Other
2021-04-01,AAPL,56,123.0,Technology
2021-04-01,ABBV,106,108.5199966430664,Healthcare
2021-04-01,BAC,169,39.4900016784668,Financial Services
2021-04-01,COST,223,354.94000244140625,Consumer Defensive
2021-04-01,EURUSD=X,85,1.1728830337524414,Other
2021-04-01,META,97,298.6600036621094,Communication Services
2021-04-01,GBPUSD=X,170,1.3786258697509766,Other
2021-04-01,GOOGL,191,106.48899841308594,Communication Services
2021-04-01,GS,174,327.6400146484375,Financial Services
2021-04-01,INTC,152,64.55000305175781,Technology
2021-04-01,JNJ,242,162.8300018310547,Healthcare
2021-04-01,JPM,55,153.7100067138672,Financial Services
2021-04-01,JPYUSD=X,134,0.009029345586895943,Other
2021-04-01,KO,55,52.5099983215332,Consumer Defensive
2021-04-01,MS,194,78.22000122070312,Financial Services
2021-04-01,MSFT,247,242.35000610351562,Technology
2021-04-01,NVDA,142,13.811750411987305,Technology
2021-04-01,PFE,208,36.29999923706055,Healthcare
2021-04-01,PG,226,134.27999877929688,Consumer Defensive
2021-04-01,QQQ,202,324.57000732421875,Other
2021-04-01,SPY,58,400.6099853515625,Other
2021-04-01,UNH,99,367.07000732421875,Healthcare
2021-04-01,VUG,172,261.3800048828125,Other
2021-04-01,WMT,243,45.206668853759766,Consumer Defensive
2021-04-01,XLF,191,34.470001220703125,Other
2021-04-01,XLV,96,116.38999938964844,Other
2021-05-01,AAPL,56,131.4600067138672,Technology
2021-05-01,ABBV,106,111.5,Healthcare
2021-05-01,BAC,169,40.529998779296875,Financial Services
2021-05-01,COST,223,372.0899963378906,Consumer Defensive
2021-05-01,EURUSD=X,85,1.2127091884613037,Other
2021-05-01,META,97,325.0799865722656,Communication Services
2021-05-01,GBPUSD=X,170,1.3952839374542236,Other
2021-05-01,GOOGL,191,117.67500305175781,Communication Services
2021-05-01,GS,174,348.45001220703125,Financial Services
2021-05-01,INTC,152,57.529998779296875,Technology
2021-05-01,JNJ,242,162.72999572753906,Healthcare
2021-05-01,JPM,55,153.80999755859375,Financial Services
2021-05-01,JPYUSD=X,134,0.00918239913880825,Other
2021-05-01,KO,55,53.97999954223633,Consumer Defensive
2021-05-01,MS,194,82.55000305175781,Financial Services
2021-05-01,MSFT,247,252.17999267578125,Technology
2021-05-01,NVDA,142,15.009499549865723,Technology
2021-05-01,PFE,208,38.650001525878906,Healthcare
2021-05-01,PG,226,133.4199981689453,Consumer Defensive
2021-05-01,QQQ,202,337.989990234375,Other
2021-05-01,SPY,58,417.29998779296875,Other
2021-05-01,UNH,183,398.79998779296875,Healthcare
2021-05-01,VUG,172,274.80999755859375,Other
2021-05-01,WMT,238,46.63666534423828,Consumer Defensive
2021-05-01,XLF,191,36.2599983215332,Other
2021-05-01,XLV,96,121.33000183105469,Other
2021-06-01,AAPL,56,124.27999877929688,Technology
2021-06-01,ABBV,106,112.20999908447266,Healthcare
2021-06-01,BAC,169,42.91999816894531,Financial Services
2021-06-01,COST,56,378.2300109863281,Consumer Defensive
2021-06-01,EURUSD=X,85,1.223286509513855,Other
2021-06-01,META,97,329.1300048828125,Communication Services
2021-06-01,GBPUSD=X,170,1.4226775169372559,Other
2021-06-01,GOOGL,191,119.05899810791016,Communication Services
2021-06-01,GS,189,382.44000244140625,Financial Services
2021-06-01,INTC,152,56.88999938964844,Technology
2021-06-01,JNJ,242,165.52999877929688,Healthcare
2021-06-01,JPM,55,166.0500030517578,Financial Services
2021-06-01,JPYUSD=X,134,0.00913300458341837,Other
2021-06-01,KO,55,55.279998779296875,Consumer Defensive
2021-06-01,MS,194,92.11000061035156,Financial Services
2021-06-01,MSFT,247,247.39999389648438,Technology
2021-06-01,NVDA,153,16.26449966430664,Technology
2021-06-01,PFE,208,38.5,Healthcare
2021-06-01,PG,226,132.8800048828125,Consumer Defensive
2021-06-01,QQQ,202,332.82000732421875,Other
2021-06-01,SPY,58,419.6700134277344,Other
2021-06-01,UNH,183,406.7200012207031,Healthcare
2021-06-01,VUG,172,269.94000244140625,Other
2021-06-01,WMT,238,47.220001220703125,Consumer Defensive
2021-06-01,XLF,191,38.220001220703125,Other
2021-06-01,XLV,96,121.56999969482422,Other
2021-07-01,AAPL,56,137.27000427246094,Technology
2021-07-01,ABBV,106,114.26000213623047,Healthcare
2021-07-01,BAC,169,41.540000915527344,Financial Services
2021-07-01,COST,56,394.5299987792969,Consumer Defensive
2021-07-01,EURUSD=X,85,1.1856770515441895,Other
2021-07-01,META,97,354.3900146484375,Communication Services
2021-07-01,GBPUSD=X,170,1.3829153776168823,Other
2021-07-01,GOOGL,191,122.44450378417969,Communication Services
2021-07-01,GS,189,374.989990234375,Financial Services
2021-07-01,INTC,152,56.0099983215332,Technology
2021-07-01,JNJ,210,165.9600067138672,Healthcare
2021-07-01,JPM,55,157.0800018310547,Financial Services
2021-07-01,JPYUSD=X,134,0.00899895653128624,Other
2021-07-01,KO,55,53.959999084472656,Consumer Defensive
2021-07-01,MS,194,92.0199966430664,Financial Services
2021-07-01,MSFT,247,271.6000061035156,Technology
2021-07-01,NVDA,126,20.211999893188477,Technology
2021-07-01,PFE,208,39.560001373291016,Healthcare
2021-07-01,PG,226,135.24000549316406,Consumer Defensive
2021-07-01,QQQ,202,354.57000732421875,Other
2021-07-01,SPY,58,430.42999267578125,Other
2021-07-01,UNH,183,404.8900146484375,Healthcare
2021-07-01,VUG,172,287.3299865722656,Other
2021-07-01,WMT,229,46.439998626708984,Consumer Defensive
2021-07-01,XLF,191,36.97999954223633,Other
2021-07-01,XLV,96,127.06999969482422,Other
2021-08-01,AAPL,56,145.86000061035156,Technology
2021-08-01,ABBV,106,116.30000305175781,Healthcare
2021-08-01,BAC,169,38.36000061035156,Financial Services
2021-08-01,COST,56,429.7200012207031,Consumer Defensive
2021-08-01,EURUSD=X,85,1.1892997026443481,Other
2021-08-01,META,97,356.29998779296875,Communication Services
2021-08-01,GBPUSD=X,170,1.3964334726333618,Other
2021-08-01,GOOGL,191,134.72650146484375,Communication Services
2021-08-01,GS,189,374.8800048828125,Financial Services
2021-08-01,INTC,143,53.720001220703125,Technology
2021-08-01,JNJ,210,172.1999969482422,Healthcare
2021-08-01,JPM,55,151.77999877929688,Financial Services
2021-08-01,JPYUSD=X,134,0.00914001651108265,Other
2021-08-01,KO,55,57.029998779296875,Consumer Defensive
2021-08-01,MS,194,95.9800033569336,Financial Services
2021-08-01,MSFT,247,284.9100036621094,Technology
2021-08-01,NVDA,126,19.499000549316406,Technology
2021-08-01,PFE,208,42.810001373291016,Healthcare
2021-08-01,PG,226,142.22999572753906,Consumer Defensive
2021-08-01,QQQ,202,364.57000732421875,Other
2021-08-01,SPY,58,438.510009765625,Other
2021-08-01,UNH,183,412.2200012207031,Healthcare
2021-08-01,VUG,172,295.94000244140625,Other
2021-08-01,WMT,229,47.516666412353516,Consumer Defensive
2021-08-01,XLF,191,36.52000045776367,Other
2021-08-01,XLV,96,132.14999389648438,Other
2021-09-01,AAPL,56,152.50999450683594,Technology
2021-09-01,ABBV,106,112.2699966430664,Healthcare
2021-09-01,BAC,94,41.189998626708984,Financial Services
2021-09-01,COST,56,456.5199890136719,Consumer Defensive
2021-09-01,EURUSD=X,85,1.1810280084609985,Other
